concept:name,starttime,sensor,endtime,Translate01,Translate02,duration,daycase,time:timestamp
Relax,2011-06-26 14:46:48,M004,2011-06-26 15:33:14,LivingRoom,Chair,0 days 00:46:26,2011-6-26,2011-06-26 14:46:48
Sleep_Out_Of_Bed,2011-06-26 15:33:26,M004,2011-06-26 16:22:47,LivingRoom,Chair,0 days 00:49:21,2011-6-26,2011-06-26 15:33:26
Relax,2011-06-26 16:24:50,M004,2011-06-26 16:59:07,LivingRoom,Chair,0 days 00:34:17,2011-6-26,2011-06-26 16:24:50
Drink,2011-06-26 16:59:48,M007,2011-06-26 17:02:51,Kitchen,Kitchen,0 days 00:03:03,2011-6-26,2011-06-26 16:59:48
Watch_TV,2011-06-26 17:03:40,M004,2011-06-26 18:51:37,LivingRoom,Chair,0 days 01:47:57,2011-6-26,2011-06-26 17:03:40
Cook_Dinner,2011-06-26 18:51:56,M007,2011-06-26 18:54:58,Kitchen,Kitchen,0 days 00:03:02,2011-6-26,2011-06-26 18:51:56
Toilet,2011-06-26 18:55:05,MA009,2011-06-26 18:57:23,Bathroom,Bathroom,0 days 00:02:18,2011-6-26,2011-06-26 18:55:05
Cook_Dinner,2011-06-26 18:57:46,M007,2011-06-26 19:06:58,Kitchen,Kitchen,0 days 00:09:12,2011-6-26,2011-06-26 18:57:46
Eat_Dinner,2011-06-26 19:07:21,M005,2011-06-26 19:16:50,DiningRoom,DiningRoom,0 days 00:09:29,2011-6-26,2011-06-26 19:07:21
Drink,2011-06-26 19:16:56,M008,2011-06-26 19:18:41,Kitchen,Kitchen,0 days 00:01:45,2011-6-26,2011-06-26 19:16:56
Watch_TV,2011-06-26 19:19:02,M004,2011-06-26 20:42:59,LivingRoom,LivingRoom,0 days 01:23:57,2011-6-26,2011-06-26 19:19:02
Wash_Dinner_Dishes,2011-06-26 20:43:11,M007,2011-06-26 20:46:51,Kitchen,Kitchen,0 days 00:03:40,2011-6-26,2011-06-26 20:43:11
Drink,2011-06-26 20:47:31,M007,2011-06-26 20:51:13,Kitchen,Kitchen,0 days 00:03:42,2011-6-26,2011-06-26 20:47:31
Personal_Hygiene,2011-06-26 20:51:32,MA009,2011-06-26 20:51:47,Bathroom,Bathroom,0 days 00:00:15,2011-6-26,2011-06-26 20:51:32
Toilet,2011-06-26 20:54:46,MA013,2011-06-26 20:55:26,Bathroom,Bathroom,0 days 00:00:40,2011-6-26,2011-06-26 20:54:46
Dress,2011-06-26 20:55:30,MA020,2011-06-26 20:59:55,Bedroom,Bedroom,0 days 00:04:25,2011-6-26,2011-06-26 20:55:30
Personal_Hygiene,2011-06-26 21:00:03,MA013,2011-06-26 21:33:39,Bathroom,Bathroom,0 days 00:33:36,2011-6-26,2011-06-26 21:00:03
Sleep,2011-06-26 21:34:55,M021,2011-06-26 23:59:59,Bedroom,Bed,0 days 02:25:04,2011-6-26,2011-06-26 21:34:55
Sleep,2011-06-27 00:00:00,M021,2011-06-27 04:20:41,,,0 days 04:20:41,2011-6-27,2011-06-27 00:00:00
Bed_Toilet_Transition,2011-06-27 04:21:07,MA013,2011-06-27 04:23:50,Bathroom,Bathroom,0 days 00:02:43,2011-6-27,2011-06-27 04:21:07
Sleep,2011-06-27 04:24:31,M021,2011-06-27 08:05:36,Bedroom,Bed,0 days 03:41:05,2011-6-27,2011-06-27 04:24:31
Toilet,2011-06-27 08:06:13,MA013,2011-06-27 08:08:49,Bathroom,Bathroom,0 days 00:02:36,2011-6-27,2011-06-27 08:06:13
Morning_Meds,2011-06-27 08:08:53,MA013,2011-06-27 08:09:22,Bathroom,Bathroom,0 days 00:00:29,2011-6-27,2011-06-27 08:08:53
Personal_Hygiene,2011-06-27 08:10:55,MA013,2011-06-27 08:11:14,Bathroom,Bathroom,0 days 00:00:19,2011-6-27,2011-06-27 08:10:55
Read,2011-06-27 08:11:26,M021,2011-06-27 09:23:28,Bedroom,Bedroom,0 days 01:12:02,2011-6-27,2011-06-27 08:11:26
Toilet,2011-06-27 09:25:26,MA013,2011-06-27 09:27:30,Bathroom,Bathroom,0 days 00:02:04,2011-6-27,2011-06-27 09:25:26
Personal_Hygiene,2011-06-27 09:28:13,MA013,2011-06-27 09:33:06,Bathroom,Bathroom,0 days 00:04:53,2011-6-27,2011-06-27 09:28:13
Phone,2011-06-27 09:34:51,M004,2011-06-27 09:43:32,LivingRoom,Chair,0 days 00:08:41,2011-6-27,2011-06-27 09:34:51
Cook_Breakfast,2011-06-27 09:43:39,M007,2011-06-27 09:51:33,Kitchen,Kitchen,0 days 00:07:54,2011-6-27,2011-06-27 09:43:39
Eat_Breakfast,2011-06-27 09:51:34,M005,2011-06-27 09:55:32,DiningRoom,DiningRoom,0 days 00:03:58,2011-6-27,2011-06-27 09:51:34
Toilet,2011-06-27 09:55:57,MA009,2011-06-27 09:56:54,Bathroom,Bathroom,0 days 00:00:57,2011-6-27,2011-06-27 09:55:57
Cook_Breakfast,2011-06-27 09:57:05,M007,2011-06-27 09:57:50,Kitchen,Kitchen,0 days 00:00:45,2011-6-27,2011-06-27 09:57:05
Eat_Breakfast,2011-06-27 09:58:05,M005,2011-06-27 10:15:07,DiningRoom,DiningRoom,0 days 00:17:02,2011-6-27,2011-06-27 09:58:05
Wash_Breakfast_Dishes,2011-06-27 10:15:31,M008,2011-06-27 10:24:41,Kitchen,Kitchen,0 days 00:09:10,2011-6-27,2011-06-27 10:15:31
Relax,2011-06-27 10:24:55,M004,2011-06-27 11:15:08,LivingRoom,Chair,0 days 00:50:13,2011-6-27,2011-06-27 10:24:55
Bathe,2011-06-27 11:15:38,MA013,2011-06-27 11:24:06,Bathroom,Bathroom,0 days 00:08:28,2011-6-27,2011-06-27 11:15:38
Personal_Hygiene,2011-06-27 11:25:06,MA013,2011-06-27 11:25:10,Bathroom,Bathroom,0 days 00:00:04,2011-6-27,2011-06-27 11:25:06
Groom,2011-06-27 11:33:05,MA013,2011-06-27 11:39:51,Bathroom,Bathroom,0 days 00:06:46,2011-6-27,2011-06-27 11:33:05
Dress,2011-06-27 11:39:53,MA020,2011-06-27 11:41:44,Bedroom,Hall,0 days 00:01:51,2011-6-27,2011-06-27 11:39:53
Groom,2011-06-27 11:41:58,MA013,2011-06-27 11:45:53,Bathroom,Bathroom,0 days 00:03:55,2011-6-27,2011-06-27 11:41:58
Personal_Hygiene,2011-06-27 11:46:48,MA013,2011-06-27 11:47:01,Bathroom,Bathroom,0 days 00:00:13,2011-6-27,2011-06-27 11:46:48
Groom,2011-06-27 11:47:24,MA013,2011-06-27 12:02:33,Bathroom,Bathroom,0 days 00:15:09,2011-6-27,2011-06-27 11:47:24
Personal_Hygiene,2011-06-27 12:17:43,MA013,2011-06-27 12:34:45,Bathroom,Bathroom,0 days 00:17:02,2011-6-27,2011-06-27 12:17:43
Take_Medicine,2011-06-27 12:38:01,MA013,2011-06-27 12:38:35,Bathroom,Bathroom,0 days 00:00:34,2011-6-27,2011-06-27 12:38:01
Relax,2011-06-27 12:42:53,M004,2011-06-27 13:01:23,LivingRoom,Chair,0 days 00:18:30,2011-6-27,2011-06-27 12:42:53
Personal_Hygiene,2011-06-27 13:02:11,MA009,2011-06-27 13:02:19,Bathroom,Bathroom,0 days 00:00:08,2011-6-27,2011-06-27 13:02:11
Relax,2011-06-27 13:05:07,M004,2011-06-27 13:05:36,LivingRoom,Chair,0 days 00:00:29,2011-6-27,2011-06-27 13:05:07
Work_At_Table,2011-06-27 13:17:00,M006,2011-06-27 13:30:34,LivingRoom,LivingRoom,0 days 00:13:34,2011-6-27,2011-06-27 13:17:00
Wash_Dishes,2011-06-27 13:35:50,M007,2011-06-27 13:41:17,Kitchen,Kitchen,0 days 00:05:27,2011-6-27,2011-06-27 13:35:50
Toilet,2011-06-27 13:43:40,MA013,2011-06-27 13:44:58,Bathroom,Bathroom,0 days 00:01:18,2011-6-27,2011-06-27 13:43:40
Wash_Dishes,2011-06-27 13:45:30,M007,2011-06-27 13:46:34,Kitchen,Kitchen,0 days 00:01:04,2011-6-27,2011-06-27 13:45:30
Personal_Hygiene,2011-06-27 13:50:21,MA013,2011-06-27 14:32:17,Bathroom,Bathroom,0 days 00:41:56,2011-6-27,2011-06-27 13:50:21
Leave_Home,2011-06-27 14:43:30,MA003,2011-06-27 14:45:12,LivingRoom,LivingRoom,0 days 00:01:42,2011-6-27,2011-06-27 14:43:30
Enter_Home,2011-06-27 14:54:10,M001,2011-06-27 14:54:25,OutsideDoor,Entry,0 days 00:00:15,2011-6-27,2011-06-27 14:54:10
Toilet,2011-06-27 14:54:43,MA009,2011-06-27 14:55:28,Bathroom,Bathroom,0 days 00:00:45,2011-6-27,2011-06-27 14:54:43
Leave_Home,2011-06-27 14:55:29,MA003,2011-06-27 14:55:47,OutsideDoor,FrontDoor,0 days 00:00:18,2011-6-27,2011-06-27 14:55:29
Enter_Home,2011-06-27 15:23:59,D002,2011-06-27 15:24:09,OutsideDoor,FrontDoor,0 days 00:00:10,2011-6-27,2011-06-27 15:23:59
Personal_Hygiene,2011-06-27 15:26:11,MA013,2011-06-27 15:34:53,Bathroom,Bathroom,0 days 00:08:42,2011-6-27,2011-06-27 15:26:11
Toilet,2011-06-27 15:37:29,MA013,2011-06-27 15:38:52,Bathroom,Bathroom,0 days 00:01:23,2011-6-27,2011-06-27 15:37:29
Relax,2011-06-27 15:41:24,M004,2011-06-27 15:41:35,LivingRoom,Chair,0 days 00:00:11,2011-6-27,2011-06-27 15:41:24
Sleep_Out_Of_Bed,2011-06-27 15:44:09,M004,2011-06-27 16:59:07,LivingRoom,Chair,0 days 01:14:58,2011-6-27,2011-06-27 15:44:09
Drink,2011-06-27 16:59:22,M007,2011-06-27 17:01:07,Kitchen,Kitchen,0 days 00:01:45,2011-6-27,2011-06-27 16:59:22
Watch_TV,2011-06-27 17:01:11,M004,2011-06-27 17:09:14,LivingRoom,Chair,0 days 00:08:03,2011-6-27,2011-06-27 17:01:11
Drink,2011-06-27 17:09:37,M007,2011-06-27 17:10:32,Kitchen,Kitchen,0 days 00:00:55,2011-6-27,2011-06-27 17:09:37
Watch_TV,2011-06-27 17:10:39,M004,2011-06-27 17:58:22,LivingRoom,Chair,0 days 00:47:43,2011-6-27,2011-06-27 17:10:39
Personal_Hygiene,2011-06-27 17:58:52,MA013,2011-06-27 18:18:36,Bathroom,Bathroom,0 days 00:19:44,2011-6-27,2011-06-27 17:58:52
Leave_Home,2011-06-27 18:18:36,M001,2011-06-27 18:18:48,OutsideDoor,FrontDoor,0 days 00:00:12,2011-6-27,2011-06-27 18:18:36
Enter_Home,2011-06-27 18:23:13,D002,2011-06-27 18:23:28,LivingRoom,LivingRoom,0 days 00:00:15,2011-6-27,2011-06-27 18:23:13
Watch_TV,2011-06-27 18:23:43,M004,2011-06-27 18:38:35,LivingRoom,Chair,0 days 00:14:52,2011-6-27,2011-06-27 18:23:43
Work,2011-06-27 18:38:51,M016,2011-06-27 18:45:08,WorkArea,Office,0 days 00:06:17,2011-6-27,2011-06-27 18:38:51
Toilet,2011-06-27 18:46:05,MA013,2011-06-27 18:46:45,Bathroom,Bathroom,0 days 00:00:40,2011-6-27,2011-06-27 18:46:05
Cook_Dinner,2011-06-27 18:48:17,M007,2011-06-27 19:18:18,Kitchen,Kitchen,0 days 00:30:01,2011-6-27,2011-06-27 18:48:17
Eat_Dinner,2011-06-27 19:18:21,M005,2011-06-27 19:31:00,DiningRoom,DiningRoom,0 days 00:12:39,2011-6-27,2011-06-27 19:18:21
Wash_Dinner_Dishes,2011-06-27 19:31:01,M007,2011-06-27 19:32:01,Kitchen,Kitchen,0 days 00:01:00,2011-6-27,2011-06-27 19:31:01
Watch_TV,2011-06-27 19:32:41,M004,2011-06-27 19:39:02,LivingRoom,LivingRoom,0 days 00:06:21,2011-6-27,2011-06-27 19:32:41
Drink,2011-06-27 19:39:53,M007,2011-06-27 19:40:18,Kitchen,Kitchen,0 days 00:00:25,2011-6-27,2011-06-27 19:39:53
Watch_TV,2011-06-27 19:40:22,M004,2011-06-27 20:16:22,LivingRoom,LivingRoom,0 days 00:36:00,2011-6-27,2011-06-27 19:40:22
Wash_Dishes,2011-06-27 20:17:22,M008,2011-06-27 20:28:10,Kitchen,Kitchen,0 days 00:10:48,2011-6-27,2011-06-27 20:17:22
Phone,2011-06-27 20:28:33,M004,2011-06-27 20:30:28,LivingRoom,Chair,0 days 00:01:55,2011-6-27,2011-06-27 20:28:33
Drink,2011-06-27 20:30:33,M008,2011-06-27 20:31:14,Kitchen,Kitchen,0 days 00:00:41,2011-6-27,2011-06-27 20:30:33
Dress,2011-06-27 20:33:20,MA020,2011-06-27 20:49:04,Bedroom,Bedroom,0 days 00:15:44,2011-6-27,2011-06-27 20:33:20
Toilet,2011-06-27 20:50:27,MA009,2011-06-27 20:50:42,Bathroom,Bathroom,0 days 00:00:15,2011-6-27,2011-06-27 20:50:27
Wash_Dishes,2011-06-27 20:51:26,M008,2011-06-27 20:54:52,Kitchen,Kitchen,0 days 00:03:26,2011-6-27,2011-06-27 20:51:26
Drink,2011-06-27 20:57:04,M007,2011-06-27 20:57:16,Kitchen,Kitchen,0 days 00:00:12,2011-6-27,2011-06-27 20:57:04
Personal_Hygiene,2011-06-27 20:57:37,MA013,2011-06-27 20:58:37,Bathroom,Bathroom,0 days 00:01:00,2011-6-27,2011-06-27 20:57:37
Read,2011-06-27 20:59:23,MA020,2011-06-27 21:39:37,Bedroom,Bedroom,0 days 00:40:14,2011-6-27,2011-06-27 20:59:23
Groom,2011-06-27 21:39:44,MA013,2011-06-27 22:12:40,Bathroom,Bathroom,0 days 00:32:56,2011-6-27,2011-06-27 21:39:44
Sleep,2011-06-27 22:17:16,MA020,2011-06-27 23:59:59,Bedroom,Bedroom,0 days 01:42:43,2011-6-27,2011-06-27 22:17:16
Sleep,2011-06-28 00:00:00,MA020,2011-06-28 02:40:56,,,0 days 02:40:56,2011-6-28,2011-06-28 00:00:00
Bed_Toilet_Transition,2011-06-28 02:41:11,MA013,2011-06-28 02:44:58,Bathroom,Bathroom,0 days 00:03:47,2011-6-28,2011-06-28 02:41:11
Sleep,2011-06-28 02:45:10,M021,2011-06-28 05:48:30,Bedroom,Bedroom,0 days 03:03:20,2011-6-28,2011-06-28 02:45:10
Bed_Toilet_Transition,2011-06-28 05:49:11,MA013,2011-06-28 05:52:18,Bathroom,Bathroom,0 days 00:03:07,2011-6-28,2011-06-28 05:49:11
Sleep,2011-06-28 05:52:42,M021,2011-06-28 08:22:57,Bedroom,Bedroom,0 days 02:30:15,2011-6-28,2011-06-28 05:52:42
Toilet,2011-06-28 08:23:55,MA013,2011-06-28 08:26:29,Bathroom,Bathroom,0 days 00:02:34,2011-6-28,2011-06-28 08:23:55
Morning_Meds,2011-06-28 08:26:31,MA013,2011-06-28 08:27:19,Bathroom,Bathroom,0 days 00:00:48,2011-6-28,2011-06-28 08:26:31
Read,2011-06-28 08:28:48,M021,2011-06-28 09:49:58,Bedroom,Bedroom,0 days 01:21:10,2011-6-28,2011-06-28 08:28:48
Drink,2011-06-28 09:51:17,M007,2011-06-28 09:51:30,Kitchen,Kitchen,0 days 00:00:13,2011-6-28,2011-06-28 09:51:17
Work_At_Table,2011-06-28 09:51:53,M005,2011-06-28 10:21:45,DiningRoom,DiningRoom,0 days 00:29:52,2011-6-28,2011-06-28 09:51:53
Cook_Breakfast,2011-06-28 10:21:58,M007,2011-06-28 10:29:51,Kitchen,Kitchen,0 days 00:07:53,2011-6-28,2011-06-28 10:21:58
Eat_Breakfast,2011-06-28 10:29:54,M005,2011-06-28 10:33:02,DiningRoom,DiningRoom,0 days 00:03:08,2011-6-28,2011-06-28 10:29:54
Wash_Breakfast_Dishes,2011-06-28 10:33:09,M007,2011-06-28 10:35:03,Kitchen,Kitchen,0 days 00:01:54,2011-6-28,2011-06-28 10:33:09
Personal_Hygiene,2011-06-28 10:37:20,MA013,2011-06-28 10:43:00,Bathroom,Bathroom,0 days 00:05:40,2011-6-28,2011-06-28 10:37:20
Bathe,2011-06-28 10:46:59,MA013,2011-06-28 10:55:03,Bathroom,Bathroom,0 days 00:08:04,2011-6-28,2011-06-28 10:46:59
Groom,2011-06-28 10:55:13,MA013,2011-06-28 11:05:00,Bathroom,Bathroom,0 days 00:09:47,2011-6-28,2011-06-28 10:55:13
Dress,2011-06-28 11:05:02,MA020,2011-06-28 11:09:59,Bedroom,Bedroom,0 days 00:04:57,2011-6-28,2011-06-28 11:05:02
Groom,2011-06-28 11:10:06,MA013,2011-06-28 11:19:27,Bathroom,Bathroom,0 days 00:09:21,2011-6-28,2011-06-28 11:10:06
Leave_Home,2011-06-28 11:21:41,MA003,2011-06-28 11:21:54,OutsideDoor,FrontDoor,0 days 00:00:13,2011-6-28,2011-06-28 11:21:41
Enter_Home,2011-06-28 12:05:23,D002,2011-06-28 12:05:34,OutsideDoor,FrontDoor,0 days 00:00:11,2011-6-28,2011-06-28 12:05:23
Take_Medicine,2011-06-28 12:05:48,MA013,2011-06-28 12:07:50,Bathroom,Bathroom,0 days 00:02:02,2011-6-28,2011-06-28 12:05:48
Dress,2011-06-28 12:07:57,MA020,2011-06-28 12:09:00,Bedroom,Bedroom,0 days 00:01:03,2011-6-28,2011-06-28 12:07:57
Leave_Home,2011-06-28 12:09:25,MA010,2011-06-28 12:09:40,OutsideDoor,FrontDoor,0 days 00:00:15,2011-6-28,2011-06-28 12:09:25
Enter_Home,2011-06-28 12:17:45,D002,2011-06-28 12:17:58,LivingRoom,LivingRoom,0 days 00:00:13,2011-6-28,2011-06-28 12:17:45
Phone,2011-06-28 12:25:31,M004,2011-06-28 12:26:22,LivingRoom,Chair,0 days 00:00:51,2011-6-28,2011-06-28 12:25:31
Relax,2011-06-28 12:28:40,MA003,2011-06-28 13:22:12,LivingRoom,Chair,0 days 00:53:32,2011-6-28,2011-06-28 12:28:40
Step_Out,2011-06-28 13:22:17,M002,2011-06-28 13:25:40,OutsideDoor,FrontDoor,0 days 00:03:23,2011-6-28,2011-06-28 13:22:17
Toilet,2011-06-28 13:26:09,MA013,2011-06-28 13:32:16,Bathroom,Bathroom,0 days 00:06:07,2011-6-28,2011-06-28 13:26:09
Relax,2011-06-28 13:34:10,M004,2011-06-28 13:44:06,LivingRoom,Chair,0 days 00:09:56,2011-6-28,2011-06-28 13:34:10
Cook_Lunch,2011-06-28 13:44:29,M007,2011-06-28 13:59:58,Kitchen,Kitchen,0 days 00:15:29,2011-6-28,2011-06-28 13:44:29
Eat_Lunch,2011-06-28 13:59:59,M005,2011-06-28 14:06:09,LivingRoom,LivingRoom,0 days 00:06:10,2011-6-28,2011-06-28 13:59:59
Step_Out,2011-06-28 14:06:13,MA003,2011-06-28 14:08:21,LivingRoom,LivingRoom,0 days 00:02:08,2011-6-28,2011-06-28 14:06:13
Work_At_Table,2011-06-28 14:10:48,M005,2011-06-28 14:16:02,DiningRoom,DiningRoom,0 days 00:05:14,2011-6-28,2011-06-28 14:10:48
Sleep_Out_Of_Bed,2011-06-28 14:16:51,M004,2011-06-28 15:07:52,LivingRoom,Chair,0 days 00:51:01,2011-6-28,2011-06-28 14:16:51
Drink,2011-06-28 15:08:54,M007,2011-06-28 15:11:04,Kitchen,Kitchen,0 days 00:02:10,2011-6-28,2011-06-28 15:08:54
Relax,2011-06-28 15:13:21,M004,2011-06-28 15:42:30,LivingRoom,Chair,0 days 00:29:09,2011-6-28,2011-06-28 15:13:21
Sleep_Out_Of_Bed,2011-06-28 15:42:34,M004,2011-06-28 17:31:33,LivingRoom,Chair,0 days 01:48:59,2011-6-28,2011-06-28 15:42:34
Relax,2011-06-28 17:31:37,M004,2011-06-28 17:34:52,LivingRoom,Chair,0 days 00:03:15,2011-6-28,2011-06-28 17:31:37
Personal_Hygiene,2011-06-28 17:36:15,MA013,2011-06-28 17:45:32,Bathroom,Bathroom,0 days 00:09:17,2011-6-28,2011-06-28 17:36:15
Leave_Home,2011-06-28 17:46:15,MA003,2011-06-28 17:46:53,OutsideDoor,FrontDoor,0 days 00:00:38,2011-6-28,2011-06-28 17:46:15
Enter_Home,2011-06-28 17:52:54,D002,2011-06-28 17:53:26,LivingRoom,LivingRoom,0 days 00:00:32,2011-6-28,2011-06-28 17:52:54
Drink,2011-06-28 17:53:57,M007,2011-06-28 17:54:18,Kitchen,Kitchen,0 days 00:00:21,2011-6-28,2011-06-28 17:53:57
Wash_Dishes,2011-06-28 17:54:27,M007,2011-06-28 17:59:21,Kitchen,Kitchen,0 days 00:04:54,2011-6-28,2011-06-28 17:54:27
Watch_TV,2011-06-28 18:07:39,M004,2011-06-28 19:04:24,LivingRoom,Chair,0 days 00:56:45,2011-6-28,2011-06-28 18:07:39
Personal_Hygiene,2011-06-28 19:04:57,MA009,2011-06-28 19:05:24,Bathroom,Bathroom,0 days 00:00:27,2011-6-28,2011-06-28 19:04:57
Cook_Dinner,2011-06-28 19:05:34,M007,2011-06-28 19:24:09,Kitchen,Kitchen,0 days 00:18:35,2011-6-28,2011-06-28 19:05:34
Eat_Dinner,2011-06-28 19:24:20,M005,2011-06-28 19:43:42,DiningRoom,DiningRoom,0 days 00:19:22,2011-6-28,2011-06-28 19:24:20
Wash_Dinner_Dishes,2011-06-28 19:44:06,M007,2011-06-28 19:50:38,Kitchen,Kitchen,0 days 00:06:32,2011-6-28,2011-06-28 19:44:06
Watch_TV,2011-06-28 19:50:51,M004,2011-06-28 20:18:45,LivingRoom,Chair,0 days 00:27:54,2011-6-28,2011-06-28 19:50:51
Wash_Dishes,2011-06-28 20:18:48,M007,2011-06-28 20:27:32,Kitchen,Kitchen,0 days 00:08:44,2011-6-28,2011-06-28 20:18:48
Step_Out,2011-06-28 20:27:51,MA003,2011-06-28 20:32:05,LivingRoom,LivingRoom,0 days 00:04:14,2011-6-28,2011-06-28 20:27:51
Watch_TV,2011-06-28 20:34:25,M004,2011-06-28 21:30:17,LivingRoom,Chair,0 days 00:55:52,2011-6-28,2011-06-28 20:34:25
Personal_Hygiene,2011-06-28 21:33:46,MA013,2011-06-28 21:33:50,Bathroom,Bathroom,0 days 00:00:04,2011-6-28,2011-06-28 21:33:46
Dress,2011-06-28 21:42:04,M019,2011-06-28 21:42:54,Bedroom,Bedroom,0 days 00:00:50,2011-6-28,2011-06-28 21:42:04
Personal_Hygiene,2011-06-28 21:42:57,MA013,2011-06-28 21:43:05,Bathroom,Bathroom,0 days 00:00:08,2011-6-28,2011-06-28 21:42:57
Dress,2011-06-28 21:43:09,MA020,2011-06-28 21:45:27,Bedroom,Bed,0 days 00:02:18,2011-6-28,2011-06-28 21:43:09
Personal_Hygiene,2011-06-28 21:45:42,MA013,2011-06-28 22:01:18,Bathroom,Bathroom,0 days 00:15:36,2011-6-28,2011-06-28 21:45:42
Groom,2011-06-28 22:01:31,MA013,2011-06-28 22:18:11,Bathroom,Bathroom,0 days 00:16:40,2011-6-28,2011-06-28 22:01:31
Sleep,2011-06-28 22:18:27,M021,2011-06-28 23:59:59,Bedroom,Bedroom,0 days 01:41:32,2011-6-28,2011-06-28 22:18:27
Sleep,2011-06-29 00:00:00,M021,2011-06-29 02:58:54,,,0 days 02:58:54,2011-6-29,2011-06-29 00:00:00
Bed_Toilet_Transition,2011-06-29 02:59:12,MA013,2011-06-29 03:02:18,Bathroom,Bathroom,0 days 00:03:06,2011-6-29,2011-06-29 02:59:12
Sleep,2011-06-29 03:02:38,MA020,2011-06-29 05:58:06,Bedroom,Bedroom,0 days 02:55:28,2011-6-29,2011-06-29 03:02:38
Bed_Toilet_Transition,2011-06-29 05:58:57,MA013,2011-06-29 06:02:49,Bathroom,Bathroom,0 days 00:03:52,2011-6-29,2011-06-29 05:58:57
Sleep,2011-06-29 06:03:40,M021,2011-06-29 07:37:00,Bedroom,Bedroom,0 days 01:33:20,2011-6-29,2011-06-29 06:03:40
Toilet,2011-06-29 07:38:19,MA013,2011-06-29 07:41:39,Bathroom,Bathroom,0 days 00:03:20,2011-6-29,2011-06-29 07:38:19
Morning_Meds,2011-06-29 07:41:51,MA013,2011-06-29 07:42:54,Bathroom,Bathroom,0 days 00:01:03,2011-6-29,2011-06-29 07:41:51
Read,2011-06-29 07:45:48,MA020,2011-06-29 09:24:00,Bedroom,Bed,0 days 01:38:12,2011-6-29,2011-06-29 07:45:48
Work_At_Table,2011-06-29 09:25:38,M005,2011-06-29 09:49:14,DiningRoom,DiningRoom,0 days 00:23:36,2011-6-29,2011-06-29 09:25:38
Cook_Breakfast,2011-06-29 09:49:35,M007,2011-06-29 09:59:16,Kitchen,Kitchen,0 days 00:09:41,2011-6-29,2011-06-29 09:49:35
Eat_Breakfast,2011-06-29 09:59:24,M004,2011-06-29 10:01:17,LivingRoom,Chair,0 days 00:01:53,2011-6-29,2011-06-29 09:59:24
Relax,2011-06-29 10:31:46,M004,2011-06-29 11:29:32,LivingRoom,Chair,0 days 00:57:46,2011-6-29,2011-06-29 10:31:46
Wash_Breakfast_Dishes,2011-06-29 11:29:36,M007,2011-06-29 11:30:19,Kitchen,Kitchen,0 days 00:00:43,2011-6-29,2011-06-29 11:29:36
Toilet,2011-06-29 11:30:32,MA013,2011-06-29 11:33:13,Bathroom,Bathroom,0 days 00:02:41,2011-6-29,2011-06-29 11:30:32
Work,2011-06-29 11:33:17,MA014,2011-06-29 12:10:05,WorkArea,Office,0 days 00:36:48,2011-6-29,2011-06-29 11:33:17
Bathe,2011-06-29 12:10:13,MA013,2011-06-29 12:17:48,Bathroom,Bathroom,0 days 00:07:35,2011-6-29,2011-06-29 12:10:13
Dress,2011-06-29 12:18:35,MA020,2011-06-29 12:25:17,Bedroom,Bedroom,0 days 00:06:42,2011-6-29,2011-06-29 12:18:35
Groom,2011-06-29 12:25:22,MA013,2011-06-29 12:28:21,Bathroom,Bathroom,0 days 00:02:59,2011-6-29,2011-06-29 12:25:22
Take_Medicine,2011-06-29 12:28:33,MA013,2011-06-29 12:29:21,Bathroom,Bathroom,0 days 00:00:48,2011-6-29,2011-06-29 12:28:33
Personal_Hygiene,2011-06-29 12:30:13,MA013,2011-06-29 13:17:39,Bathroom,Bathroom,0 days 00:47:26,2011-6-29,2011-06-29 12:30:13
Cook_Lunch,2011-06-29 13:23:36,M007,2011-06-29 13:37:02,Kitchen,Kitchen,0 days 00:13:26,2011-6-29,2011-06-29 13:23:36
Eat_Lunch,2011-06-29 13:37:04,M005,2011-06-29 13:52:57,DiningRoom,DiningRoom,0 days 00:15:53,2011-6-29,2011-06-29 13:37:04
Drink,2011-06-29 13:59:41,M007,2011-06-29 14:00:08,Kitchen,Kitchen,0 days 00:00:27,2011-6-29,2011-06-29 13:59:41
Relax,2011-06-29 14:00:28,M004,2011-06-29 14:00:51,LivingRoom,Chair,0 days 00:00:23,2011-6-29,2011-06-29 14:00:28
Sleep_Out_Of_Bed,2011-06-29 14:03:00,M004,2011-06-29 15:06:36,LivingRoom,Chair,0 days 01:03:36,2011-6-29,2011-06-29 14:03:00
Cook,2011-06-29 15:06:50,M007,2011-06-29 15:14:00,Kitchen,Kitchen,0 days 00:07:10,2011-6-29,2011-06-29 15:06:50
Eat,2011-06-29 15:15:19,M004,2011-06-29 15:25:31,LivingRoom,Chair,0 days 00:10:12,2011-6-29,2011-06-29 15:15:19
Toilet,2011-06-29 15:27:12,MA013,2011-06-29 15:36:47,Bathroom,Bathroom,0 days 00:09:35,2011-6-29,2011-06-29 15:27:12
Leave_Home,2011-06-29 15:37:55,MA003,2011-06-29 15:38:14,OutsideDoor,FrontDoor,0 days 00:00:19,2011-6-29,2011-06-29 15:37:55
Enter_Home,2011-06-29 15:43:40,D002,2011-06-29 15:44:04,LivingRoom,LivingRoom,0 days 00:00:24,2011-6-29,2011-06-29 15:43:40
